"x","q","t","reference","surrogate","value_error","grad_error","hess_error","region","q_low_cut","t_high_cut"
1.25,19.85,1.94,-5.00773870447982,-5.0072494793366,0.000489225143219585,0.00412583407384011,0.0118005060518336,"high_dependence",5,1.875
2.5,19.85,1.94,-2.55896589396737,-2.55902201312376,5.61191563925867e-05,0.00412349868749242,0.0417008493913456,"high_dependence",5,1.875
3.75,19.85,1.94,0.0656508358986425,0.0663693515448986,0.000718515646256135,0.00607528529827638,0.0503697120357885,"high_dependence",5,1.875
-3.75,24.75,1.94,-3.76873983706545,-3.76803458664982,0.000705250415633518,0.0113470982099105,0.0677965865528733,"high_dependence",5,1.875
-2.5,24.75,1.94,-5.82725167935195,-5.82674149642261,0.000510182929343017,0.00150715560149066,0.0120340380211929,"high_dependence",5,1.875
-1.25,24.75,1.94,-6.94948200686666,-6.94918172887769,0.000300277988971587,0.00203657430783242,0.0150908288085683,"high_dependence",5,1.875
0,24.75,1.94,-6.8552336464835,-6.85474867080558,0.000484975677916388,0.00139483542918664,0.0148549665650321,"high_dependence",5,1.875
1.25,24.75,1.94,-5.57357904660296,-5.57306563553565,0.000513411067303515,0.00269588320092788,0.0108407881436993,"high_dependence",5,1.875
2.5,24.75,1.94,-3.20686849368764,-3.20628149803075,0.000586995656890466,0.00212710858481745,0.0348302517547239,"high_dependence",5,1.875
3.75,24.75,1.94,-0.453433399344657,-0.452605841980227,0.000827557364430409,0.00520810019781416,0.0609032445140165,"high_dependence",5,1.875
-3.75,0.25,2.4,-0.889810494398001,-0.861513595810677,0.0282968985873236,1.3285884830048,2.34682633996985,"high_t_low_q",5,1.875
-2.5,0.25,2.4,-1.80928388193503,-1.74534109723544,0.0639427846995821,1.21323844387348,1.69000152298511,"high_t_low_q",5,1.875
-1.25,0.25,2.4,-1.84590436055037,-1.89957648853515,0.0536721279847792,1.63487990029699,1.5514040905036,"high_t_low_q",5,1.875
0,0.25,2.4,-0.844319097005346,-0.858951898558481,0.0146328015531344,1.66449671686772,3.71557006401716,"high_t_low_q",5,1.875
1.25,0.25,2.4,0.760747725672042,0.757540164072658,0.0032075615993834,0.647374722160116,4.09087352491346,"high_t_low_q",5,1.875
2.5,0.25,2.4,1.73682862077748,1.74349586235721,0.00666724157972487,0.048674868798591,0.378220215988584,"high_t_low_q",5,1.875
3.75,0.25,2.4,2.50114792580322,2.50562598315058,0.00447805734736439,0.0338294373466172,0.164599805743379,"high_t_low_q",5,1.875
-3.75,5.15,2.4,-2.22059598810217,-2.32015054113746,0.0995545530352895,0.527666434450252,1.15723164301988,"high_dependence",5,1.875
-2.5,5.15,2.4,-3.98621768519428,-3.9669643632712,0.0192533219230842,0.577746576786323,0.621342831321654,"high_dependence",5,1.875
-1.25,5.15,2.4,-5.33630806434902,-5.33328809859501,0.00301996575401908,0.223384505706573,0.64341442433286,"high_dependence",5,1.875
0,5.15,2.4,-5.53302461839982,-5.53583624486691,0.00281162646708655,0.0370693553569462,0.152535459373973,"high_dependence",5,1.875
1.25,5.15,2.4,-3.85304145294775,-3.85397342869836,0.000931975750609659,0.0120482104020015,0.0946254713293744,"high_dependence",5,1.875
2.5,5.15,2.4,-1.05678479788166,-1.0578321799221,0.00104738204043753,0.00265219514336458,0.0736358142310497,"high_dependence",5,1.875
3.75,5.15,2.4,1.35175825591912,1.35107051347914,0.00068774243998293,0.00142117950873597,0.0463735167350843,"high_dependence",5,1.875
-3.75,10.05,2.4,-3.6545663905797,-3.64521044925723,0.00935594132247042,0.439098376114256,1.30825613367775,"high_dependence",5,1.875
-2.5,10.05,2.4,-5.81134427299013,-5.80710316988152,0.0042411031086127,0.12355286537674,0.269542697033415,"high_dependence",5,1.875
-1.25,10.05,2.4,-7.46108508252459,-7.4621267389295,0.00104165640490894,0.0109464727994156,0.0493657902916208,"high_dependence",5,1.875
0,10.05,2.4,-7.62525917209628,-7.62319689501112,0.00206227708515616,0.00245725328033072,0.015010529745644,"high_dependence",5,1.875
1.25,10.05,2.4,-5.92805757066041,-5.92685906132118,0.0011985093392326,0.00753243349716014,0.0409150810842801,"high_dependence",5,1.875
2.5,10.05,2.4,-2.82856105574621,-2.82912585650098,0.000564800754766281,0.00481780426253224,0.00986091643917991,"high_dependence",5,1.875
3.75,10.05,2.4,0.310988248384364,0.311535434697143,0.000547186312779502,0.00361367561448984,0.0293931740377707,"high_dependence",5,1.875
-3.75,14.95,2.4,-4.83953107609322,-4.86357033936059,0.0240392632673716,0.109783450986564,0.546088988475859,"high_dependence",5,1.875
-2.5,14.95,2.4,-7.20949690502662,-7.2089021398989,0.000594765127719832,0.0206401736678515,0.101116432092702,"high_dependence",5,1.875
-1.25,14.95,2.4,-8.76028901217816,-8.76009405753776,0.000194954640399203,0.00103011202977782,0.0194314368733795,"high_dependence",5,1.875
0,14.95,2.4,-8.81616923216897,-8.81688075214088,0.000711519971908103,0.00173269129853036,0.0187514212347201,"high_dependence",5,1.875
1.25,14.95,2.4,-7.19819761592241,-7.19801142861703,0.000186187305380336,0.0050369549698443,0.0184342603498971,"high_dependence",5,1.875
2.5,14.95,2.4,-4.12358349887541,-4.12356209255237,2.14063230323802e-05,0.00291750586990331,0.0226865312095187,"high_dependence",5,1.875
3.75,14.95,2.4,-0.638348385985276,-0.637358282024221,0.000990103961055699,0.00315007696668444,0.0386979488056209,"high_dependence",5,1.875
-3.75,19.85,2.4,-5.90488475738522,-5.90525384136796,0.000369083982736385,0.0604815503815926,0.196097640775105,"high_dependence",5,1.875
-2.5,19.85,2.4,-8.2574726090595,-8.25866214131942,0.00118953225992158,0.00697084239767153,0.0350309272836085,"high_dependence",5,1.875
-1.25,19.85,2.4,-9.63882620744347,-9.63843047348631,0.000395733957157418,0.00358691573412727,0.0108207083562199,"high_dependence",5,1.875
0,19.85,2.4,-9.60460056138325,-9.60451428785507,8.62735281845772e-05,0.000709234219865967,0.010203958195113,"high_dependence",5,1.875
1.25,19.85,2.4,-8.08310399121583,-8.08289479129616,0.000209199919661174,0.00339580919823409,0.0158469176780138,"high_dependence",5,1.875
2.5,19.85,2.4,-5.13861475747177,-5.13799218041756,0.000622577054210538,0.000942064025393323,0.0335632562373897,"high_dependence",5,1.875
3.75,19.85,2.4,-1.50883664628567,-1.50788557141913,0.000951074866541557,0.00190146032163489,0.0278900672938468,"high_dependence",5,1.875
-3.75,24.75,2.4,-6.79734267327751,-6.79638012756198,0.000962545715535335,0.0233394233267331,0.0688589111698463,"high_dependence",5,1.875
-2.5,24.75,2.4,-9.06329775960301,-9.06232108192301,0.000976677679998872,0.00282616110011173,0.0213520558277708,"high_dependence",5,1.875
-1.25,24.75,2.4,-10.2769804581788,-10.2768240946626,0.000156363516149227,0.000969818191993124,0.0107296975894939,"high_dependence",5,1.875
0,24.75,2.4,-10.1705531097214,-10.1701344542837,0.000418655437714577,0.0010228475619696,0.0108813168406929,"high_dependence",5,1.875
1.25,24.75,2.4,-8.74521576632245,-8.74470238895332,0.000513377369125934,0.0011931779695065,0.0144111943760005,"high_dependence",5,1.875
2.5,24.75,2.4,-5.9673322239243,-5.96638086039924,0.000951363525065752,0.000538905014092244,0.0355659839795371,"high_dependence",5,1.875
3.75,24.75,2.4,-2.30975569707092,-2.30910921870449,0.000646478366426617,0.000617244239673125,0.0229936867622211,"high_dependence",5,1.875
