"x","q","t","value","nu","backend"
0,8.33333333333333,0.625,-0.281632880480274,6,"series_reference"
0.5,8.33333333333333,0.625,-0.205254674286556,6,"series_reference"
1,8.33333333333333,0.625,-0.0940776653934463,6,"series_reference"
1.5,8.33333333333333,0.625,0.0298372275770724,6,"series_reference"
2,8.33333333333333,0.625,0.146959032515607,6,"series_reference"
2.5,8.33333333333333,0.625,0.244720258911726,6,"series_reference"
3,8.33333333333333,0.625,0.318780603911569,6,"series_reference"
3.5,8.33333333333333,0.625,0.370934516978067,6,"series_reference"
4,8.33333333333333,0.625,0.405795804397243,6,"series_reference"
-4,10.4166666666667,0.625,0.814936585104039,6,"series_reference"
-3.5,10.4166666666667,0.625,0.588478480200138,6,"series_reference"
-3,10.4166666666667,0.625,0.356607414262556,6,"series_reference"
-2.5,10.4166666666667,0.625,0.13115641688494,6,"series_reference"
-2,10.4166666666667,0.625,-0.0713878764845446,6,"series_reference"
-1.5,10.4166666666667,0.625,-0.232142701445607,6,"series_reference"
-1,10.4166666666667,0.625,-0.33475122531224,6,"series_reference"
-0.5,10.4166666666667,0.625,-0.37081436373987,6,"series_reference"
0,10.4166666666667,0.625,-0.342530279756202,6,"series_reference"
0.5,10.4166666666667,0.625,-0.26154324330714,6,"series_reference"
1,10.4166666666667,0.625,-0.145792556821056,6,"series_reference"
1.5,10.4166666666667,0.625,-0.0158839995637756,6,"series_reference"
2,10.4166666666667,0.625,0.109053664021016,6,"series_reference"
2.5,10.4166666666667,0.625,0.215527982268958,6,"series_reference"
3,10.4166666666667,0.625,0.297783938965497,6,"series_reference"
3.5,10.4166666666667,0.625,0.356641185450222,6,"series_reference"
4,10.4166666666667,0.625,0.396448990385804,6,"series_reference"
-4,12.5,0.625,0.755263221473984,6,"series_reference"
-3.5,12.5,0.625,0.521355999080076,6,"series_reference"
-3,12.5,0.625,0.283275880818678,6,"series_reference"
-2.5,12.5,0.625,0.0542164457159271,6,"series_reference"
-2,12.5,0.625,-0.148198052942422,6,"series_reference"
-1.5,12.5,0.625,-0.305011880461396,6,"series_reference"
-1,12.5,0.625,-0.40129979256846,6,"series_reference"
-0.5,12.5,0.625,-0.430907522764258,6,"series_reference"
0,12.5,0.625,-0.39765252404993,6,"series_reference"
0.5,12.5,0.625,-0.313227780798651,6,"series_reference"
1,12.5,0.625,-0.194269163378082,6,"series_reference"
1.5,12.5,0.625,-0.0598091427641669,6,"series_reference"
2,12.5,0.625,0.0716845045743839,6,"series_reference"
2.5,12.5,0.625,0.186047551521241,6,"series_reference"
3,12.5,0.625,0.276151183062072,6,"series_reference"
3.5,12.5,0.625,0.341690324198741,6,"series_reference"
4,12.5,0.625,0.386567767323306,6,"series_reference"
-4,14.5833333333333,0.625,0.696081114339918,6,"series_reference"
-3.5,14.5833333333333,0.625,0.455384434485901,6,"series_reference"
-3,14.5833333333333,0.625,0.212109374355389,6,"series_reference"
-2.5,14.5833333333333,0.625,-0.0192376543431312,6,"series_reference"
-2,14.5833333333333,0.625,-0.220161086495093,6,"series_reference"
-1.5,14.5833333333333,0.625,-0.372058804834495,6,"series_reference"
-1,14.5833333333333,0.625,-0.461744226376819,6,"series_reference"
-0.5,14.5833333333333,0.625,-0.485265190621368,6,"series_reference"
0,14.5833333333333,0.625,-0.447787358982809,6,"series_reference"
0.5,14.5833333333333,0.625,-0.360855032875227,6,"series_reference"
1,14.5833333333333,0.625,-0.239772273723688,6,"series_reference"
1.5,14.5833333333333,0.625,-0.101967107917183,6,"series_reference"
2,14.5833333333333,0.625,0.0349454477280218,6,"series_reference"
2.5,14.5833333333333,0.625,0.156384221359691,6,"series_reference"
3,14.5833333333333,0.625,0.253946666162742,6,"series_reference"
3.5,14.5833333333333,0.625,0.326105761479536,6,"series_reference"
4,14.5833333333333,0.625,0.376153423781289,6,"series_reference"
-4,16.6666666666667,0.625,0.637440980757427,6,"series_reference"
-3.5,16.6666666666667,0.625,0.390624790342473,6,"series_reference"
-3,16.6666666666667,0.625,0.143144658464626,6,"series_reference"
-2.5,16.6666666666667,0.625,-0.0892705985330864,6,"series_reference"
-2,16.6666666666667,0.625,-0.287543873587038,6,"series_reference"
-1.5,16.6666666666667,0.625,-0.433803635352862,6,"series_reference"
-1,16.6666666666667,0.625,-0.516794236757992,6,"series_reference"
-0.5,16.6666666666667,0.625,-0.534638661656027,6,"series_reference"
0,16.6666666666667,0.625,-0.493586212480841,6,"series_reference"
0.5,16.6666666666667,0.625,-0.404889107849839,6,"series_reference"
1,16.6666666666667,0.625,-0.282543733019229,6,"series_reference"
1.5,16.6666666666667,0.625,-0.142399850332221,6,"series_reference"
2,16.6666666666667,0.625,-0.00108705918140406,6,"series_reference"
2.5,16.6666666666667,0.625,0.126636499347661,6,"series_reference"
3,16.6666666666667,0.625,0.231236061715285,6,"series_reference"
3.5,16.6666666666667,0.625,0.309914456689302,6,"series_reference"
4,16.6666666666667,0.625,0.365209365944422,6,"series_reference"
-4,18.75,0.625,0.579392899825794,6,"series_reference"
-3.5,18.75,0.625,0.327133693411371,6,"series_reference"
-3,18.75,0.625,0.0764079006657961,6,"series_reference"
-2.5,18.75,0.625,-0.15596013404955,6,"series_reference"
-2,18.75,0.625,-0.350610466438326,6,"series_reference"
-1.5,18.75,0.625,-0.49072126738125,6,"series_reference"
-1,18.75,0.625,-0.567063763165663,6,"series_reference"
-0.5,18.75,0.625,-0.579657862165667,6,"series_reference"
0,18.75,0.625,-0.535592306578303,6,"series_reference"
0.5,18.75,0.625,-0.445726317841144,6,"series_reference"
1,18.75,0.625,-0.32280379914459,6,"series_reference"
1.5,18.75,0.625,-0.181158743398667,6,"series_reference"
2,18.75,0.625,-0.0363523643884502,6,"series_reference"
2.5,18.75,0.625,0.096895521670799,6,"series_reference"
3,18.75,0.625,0.208085584226117,6,"series_reference"
3.5,18.75,0.625,0.293146230974107,6,"series_reference"
4,18.75,0.625,0.353741137633001,6,"series_reference"
-4,20.8333333333333,0.625,0.521986034551935,6,"series_reference"
-3.5,20.8333333333333,0.625,0.264963043585535,6,"series_reference"
-3,20.8333333333333,0.625,0.0119149389058226,6,"series_reference"
-2.5,20.8333333333333,0.625,-0.219395044561853,6,"series_reference"
-2,20.8333333333333,0.625,-0.40961945813029,6,"series_reference"
-1.5,20.8333333333333,0.625,-0.543244172685533,6,"series_reference"
-1,20.8333333333333,0.625,-0.613085304405092,6,"series_reference"
-0.5,20.8333333333333,0.625,-0.620854323740102,6,"series_reference"
0,20.8333333333333,0.625,-0.574262109539475,6,"series_reference"
0.5,20.8333333333333,0.625,-0.483706978616958,6,"series_reference"
1,20.8333333333333,0.625,-0.360752708307167,6,"series_reference"
1.5,20.8333333333333,0.625,-0.218301649559034,6,"series_reference"
2,20.8333333333333,0.625,-0.0708039097124287,6,"series_reference"
2.5,20.8333333333333,0.625,0.0672446647590408,6,"series_reference"
3,20.8333333333333,0.625,0.184561232477746,6,"series_reference"
3.5,20.8333333333333,0.625,0.275833462850642,6,"series_reference"
4,20.8333333333333,0.625,0.34175641784549,6,"series_reference"
-4,22.9166666666667,0.625,0.465268356348425,6,"series_reference"
-3.5,22.9166666666667,0.625,0.204159722141013,6,"series_reference"
-3,22.9166666666667,0.625,-0.0503283261927645,6,"series_reference"
-2.5,22.9166666666667,0.625,-0.279673208190105,6,"series_reference"
-2,22.9166666666667,0.625,-0.464821922658556,6,"series_reference"
-1.5,22.9166666666667,0.625,-0.591765402639517,6,"series_reference"
-1,22.9166666666667,0.625,-0.655321941391581,6,"series_reference"
-0.5,22.9166666666667,0.625,-0.658679209471252,6,"series_reference"
0,22.9166666666667,0.625,-0.609981896954076,6,"series_reference"
0.5,22.9166666666667,0.625,-0.519124860381768,6,"series_reference"
1,22.9166666666667,0.625,-0.396572312250247,6,"series_reference"
1.5,22.9166666666667,0.625,-0.253890589656998,6,"series_reference"
2,22.9166666666667,0.625,-0.104407546312232,6,"series_reference"
2.5,22.9166666666667,0.625,0.037759366971067,6,"series_reference"
3,22.9166666666667,0.625,0.160728093073961,6,"series_reference"
3.5,22.9166666666667,0.625,0.258010755673217,6,"series_reference"
4,22.9166666666667,0.625,0.329264995346106,6,"series_reference"
-4,25,0.625,0.409286375768659,6,"series_reference"
-3.5,25,0.625,0.144765361371898,6,"series_reference"
-3,25,0.625,-0.110325430904555,6,"series_reference"
-2.5,25,0.625,-0.336899746668663,6,"series_reference"
-2,25,0.625,-0.516459849370292,6,"series_reference"
-1.5,25,0.625,-0.636641630257765,6,"series_reference"
-1,25,0.625,-0.694177443626275,6,"series_reference"
-0.5,25,0.625,-0.693517581926716,6,"series_reference"
0,25,0.625,-0.643080673062969,6,"series_reference"
0.5,25,0.625,-0.552234810098762,6,"series_reference"
1,25,0.625,-0.430427700146506,6,"series_reference"
1.5,25,0.625,-0.287989913259773,6,"series_reference"
2,25,0.625,-0.137139918204385,6,"series_reference"
2.5,25,0.625,0.00850713112067347,6,"series_reference"
3,25,0.625,0.1366497155182,6,"series_reference"
3.5,25,0.625,0.239714584327077,6,"series_reference"
4,25,0.625,0.316278720332506,6,"series_reference"
-4,0,0.833333333333333,1.53970981933606,6,"series_reference"
-3.5,0,0.833333333333333,1.29949179065649,6,"series_reference"
-3,0,0.833333333333333,1.05643432742484,6,"series_reference"
-2.5,0,0.833333333333333,0.817575959475348,6,"series_reference"
-2,0,0.833333333333333,0.592533328803746,6,"series_reference"
-1.5,0,0.833333333333333,0.393877124100197,6,"series_reference"
-1,0,0.833333333333333,0.236781416562545,6,"series_reference"
-0.5,0,0.833333333333333,0.137001938768321,6,"series_reference"
0,0,0.833333333333333,0.106246328931859,6,"series_reference"
0.5,0,0.833333333333333,0.145234954923174,6,"series_reference"
1,0,0.833333333333333,0.238365620573677,6,"series_reference"
1.5,0,0.833333333333333,0.357099376363936,6,"series_reference"
2,0,0.833333333333333,0.472825391851342,6,"series_reference"
2.5,0,0.833333333333333,0.568186339483832,6,"series_reference"
3,0,0.833333333333333,0.638496469136206,6,"series_reference"
3.5,0,0.833333333333333,0.686699031628425,6,"series_reference"
4,0,0.833333333333333,0.718242296304309,6,"series_reference"
-4,2.08333333333333,0.833333333333333,1.43560454073256,6,"series_reference"
-3.5,2.08333333333333,0.833333333333333,1.17656002636965,6,"series_reference"
-3,2.08333333333333,0.833333333333333,0.912158685912328,6,"series_reference"
-2.5,2.08333333333333,0.833333333333333,0.650370136078281,6,"series_reference"
-2,2.08333333333333,0.833333333333333,0.403009153886309,6,"series_reference"
-1.5,2.08333333333333,0.833333333333333,0.186454322349193,6,"series_reference"
-1,2.08333333333333,0.833333333333333,0.02079385391594,6,"series_reference"
-0.5,2.08333333333333,0.833333333333333,-0.0741735555579255,6,"series_reference"
0,2.08333333333333,0.833333333333333,-0.0863358071935494,6,"series_reference"
0.5,2.08333333333333,0.833333333333333,-0.0191220640456411,6,"series_reference"
1,2.08333333333333,0.833333333333333,0.105845229363481,6,"series_reference"
1.5,2.08333333333333,0.833333333333333,0.255523103772363,6,"series_reference"
2,2.08333333333333,0.833333333333333,0.398770205977199,6,"series_reference"
2.5,2.08333333333333,0.833333333333333,0.516745256831752,6,"series_reference"
3,2.08333333333333,0.833333333333333,0.604218952877027,6,"series_reference"
3.5,2.08333333333333,0.833333333333333,0.664573503053109,6,"series_reference"
4,2.08333333333333,0.833333333333333,0.704276369978956,6,"series_reference"
-4,4.16666666666667,0.833333333333333,1.33258448669113,6,"series_reference"
-3.5,4.16666666666667,0.833333333333333,1.05595476597078,6,"series_reference"
-3,4.16666666666667,0.833333333333333,0.77238684996144,6,"series_reference"
-2.5,4.16666666666667,0.833333333333333,0.491238922993787,6,"series_reference"
-2,4.16666666666667,0.833333333333333,0.2268291400663,6,"series_reference"
-1.5,4.16666666666667,0.833333333333333,-0.0010663787353673,6,"series_reference"
-1,4.16666666666667,0.833333333333333,-0.169209359898998,6,"series_reference"
-0.5,4.16666666666667,0.833333333333333,-0.256621049433638,6,"series_reference"
0,4.16666666666667,0.833333333333333,-0.25280964139787,6,"series_reference"
0.5,4.16666666666667,0.833333333333333,-0.164425339061856,6,"series_reference"
1,4.16666666666667,0.833333333333333,-0.0158261143103324,6,"series_reference"
1.5,4.16666666666667,0.833333333333333,0.158293225934274,6,"series_reference"
2,4.16666666666667,0.833333333333333,0.325201256397715,6,"series_reference"
2.5,4.16666666666667,0.833333333333333,0.464124697693838,6,"series_reference"
3,4.16666666666667,0.833333333333333,0.568402849985508,6,"series_reference"
3.5,4.16666666666667,0.833333333333333,0.641116312634426,6,"series_reference"
4,4.16666666666667,0.833333333333333,0.689327932137695,6,"series_reference"
-4,6.25,0.833333333333333,1.23070184726792,6,"series_reference"
-3.5,6.25,0.833333333333333,0.937731614729088,6,"series_reference"
-3,6.25,0.833333333333333,0.637113045675967,6,"series_reference"
-2.5,6.25,0.833333333333333,0.339919096129901,6,"series_reference"
-2,6.25,0.833333333333333,0.0630418249778466,6,"series_reference"
-1.5,6.25,0.833333333333333,-0.170971477357034,6,"series_reference"
-1,6.25,0.833333333333333,-0.337288728509014,6,"series_reference"
-0.5,6.25,0.833333333333333,-0.415657002446054,6,"series_reference"
0,6.25,0.833333333333333,-0.39815317018138,6,"series_reference"
0.5,6.25,0.833333333333333,-0.293832020218474,6,"series_reference"
1,6.25,0.833333333333333,-0.127811269982023,6,"series_reference"
1.5,6.25,0.833333333333333,0.0654048171182287,6,"series_reference"
2,6.25,0.833333333333333,0.252434384195348,6,"series_reference"
2.5,6.25,0.833333333333333,0.410569915482392,6,"series_reference"
3,6.25,0.833333333333333,0.53115986628887,6,"series_reference"
3.5,6.25,0.833333333333333,0.616354282031296,6,"series_reference"
4,6.25,0.833333333333333,0.673388414217621,6,"series_reference"
-4,8.33333333333333,0.833333333333333,1.13000909028731,6,"series_reference"
-3.5,8.33333333333333,0.833333333333333,0.821944203697546,6,"series_reference"
-3,8.33333333333333,0.833333333333333,0.506323354267671,6,"series_reference"
-2.5,8.33333333333333,0.833333333333333,0.196145144510331,6,"series_reference"
-2,8.33333333333333,0.833333333333333,-0.0892378255086128,6,"series_reference"
-1.5,8.33333333333333,0.833333333333333,-0.325235494518692,6,"series_reference"
-1,8.33333333333333,0.833333333333333,-0.486719586408802,6,"series_reference"
-0.5,8.33333333333333,0.833333333333333,-0.555369134303405,6,"series_reference"
0,8.33333333333333,0.833333333333333,-0.526152276283036,6,"series_reference"
0.5,8.33333333333333,0.833333333333333,-0.409840194378073,6,"series_reference"
1,8.33333333333333,0.833333333333333,-0.23113570478286,6,"series_reference"
1.5,8.33333333333333,0.833333333333333,-0.0232068135430459,6,"series_reference"
2,8.33333333333333,0.833333333333333,0.180736584229918,6,"series_reference"
2.5,8.33333333333333,0.833333333333333,0.35631830424802,6,"series_reference"
3,8.33333333333333,0.833333333333333,0.492609471740853,6,"series_reference"
3.5,8.33333333333333,0.833333333333333,0.590321624156097,6,"series_reference"
4,8.33333333333333,0.833333333333333,0.656453092066407,6,"series_reference"
-4,10.4166666666667,0.833333333333333,1.0305586465082,6,"series_reference"
-3.5,10.4166666666667,0.833333333333333,0.708640272938045,6,"series_reference"
-3,10.4166666666667,0.833333333333333,0.379995169041714,6,"series_reference"
-2.5,10.4166666666667,0.833333333333333,0.0596471133726273,6,"series_reference"
-2,10.4166666666667,0.833333333333333,-0.230835052920744,6,"series_reference"
-1.5,10.4166666666667,0.833333333333333,-0.465573265362029,6,"series_reference"
-1,10.4166666666667,0.833333333333333,-0.620175762758235,6,"series_reference"
-0.5,10.4166666666667,0.833333333333333,-0.67895558306875,6,"series_reference"
0,10.4166666666667,0.833333333333333,-0.639739753778581,6,"series_reference"
0.5,10.4166666666667,0.833333333333333,-0.514451867377071,6,"series_reference"
1,10.4166666666667,0.833333333333333,-0.326701899299697,6,"series_reference"
1.5,10.4166666666667,0.833333333333333,-0.107650033566128,6,"series_reference"
2,10.4166666666667,0.833333333333333,0.110328714002118,6,"series_reference"
2.5,10.4166666666667,0.833333333333333,0.301596325419498,6,"series_reference"
3,10.4166666666667,0.833333333333333,0.452877137404747,6,"series_reference"
3.5,10.4166666666667,0.833333333333333,0.563059663824274,6,"series_reference"
4,10.4166666666667,0.833333333333333,0.638521247406657,6,"series_reference"
-4,12.5,0.833333333333333,0.932402586603868,6,"series_reference"
-3.5,12.5,0.833333333333333,0.597866433261478,6,"series_reference"
-3,12.5,0.833333333333333,0.258096864818815,6,"series_reference"
-2.5,12.5,0.833333333333333,-0.0698469498255858,6,"series_reference"
-2,12.5,0.833333333333333,-0.36251912594141,6,"series_reference"
-1.5,12.5,0.833333333333333,-0.593481190879979,6,"series_reference"
-1,12.5,0.833333333333333,-0.739862495848372,6,"series_reference"
-0.5,12.5,0.833333333333333,-0.788955838257315,6,"series_reference"
0,12.5,0.833333333333333,-0.741223768775715,6,"series_reference"
0.5,12.5,0.833333333333333,-0.609289856508642,6,"series_reference"
1,12.5,0.833333333333333,-0.415303536775991,6,"series_reference"
1.5,12.5,0.833333333333333,-0.18806388867829,6,"series_reference"
2,12.5,0.833333333333333,0.0413890421422796,6,"series_reference"
2.5,12.5,0.833333333333333,0.246617060063339,6,"series_reference"
3,12.5,0.833333333333333,0.412092540767453,6,"series_reference"
3.5,12.5,0.833333333333333,0.534616452335453,6,"series_reference"
4,12.5,0.833333333333333,0.619596290521701,6,"series_reference"
-4,14.5833333333333,0.833333333333333,0.835592293442213,6,"series_reference"
-3.5,14.5833333333333,0.833333333333333,0.489663793352456,6,"series_reference"
-3,14.5833333333333,0.833333333333333,0.140587668931791,6,"series_reference"
-2.5,14.5833333333333,0.833333333333333,-0.192610661152253,6,"series_reference"
-2,14.5833333333333,0.833333333333333,-0.485007367084237,6,"series_reference"
-1.5,14.5833333333333,0.833333333333333,-0.710270289494741,6,"series_reference"
-1,14.5833333333333,0.833333333333333,-0.84761466796551,6,"series_reference"
-0.5,14.5833333333333,0.833333333333333,-0.887412296185245,6,"series_reference"
0,14.5833333333333,0.833333333333333,-0.832446082924514,6,"series_reference"
0.5,14.5833333333333,0.833333333333333,-0.695683159562198,6,"series_reference"
1,14.5833333333333,0.833333333333333,-0.497638784056153,6,"series_reference"
1.5,14.5833333333333,0.833333333333333,-0.264607802022613,6,"series_reference"
2,14.5833333333333,0.833333333333333,-0.0259427066899773,6,"series_reference"
2.5,14.5833333333333,0.833333333333333,0.19157838258595,6,"series_reference"
3,14.5833333333333,0.833333333333333,0.37038779044485,6,"series_reference"
3.5,14.5833333333333,0.833333333333333,0.5050462841646,6,"series_reference"
4,14.5833333333333,0.833333333333333,0.599685840612369,6,"series_reference"
-4,16.6666666666667,0.833333333333333,0.740178133374425,6,"series_reference"
-3.5,16.6666666666667,0.833333333333333,0.384068570006778,6,"series_reference"
-3,16.6666666666667,0.833333333333333,0.0274177186984912,6,"series_reference"
-2.5,16.6666666666667,0.833333333333333,-0.308918237596354,6,"series_reference"
-2,16.6666666666667,0.833333333333333,-0.59896841600348,6,"series_reference"
-1.5,16.6666666666667,0.833333333333333,-0.817093137904471,6,"series_reference"
-1,16.6666666666667,0.833333333333333,-0.944970825726943,6,"series_reference"
-0.5,16.6666666666667,0.833333333333333,-0.975985979429449,6,"series_reference"
0,16.6666666666667,0.833333333333333,-0.914894226715597,6,"series_reference"
0.5,16.6666666666667,0.833333333333333,-0.774730305089276,6,"series_reference"
1,16.6666666666667,0.833333333333333,-0.574322347831216,6,"series_reference"
1.5,16.6666666666667,0.833333333333333,-0.337453556146851,6,"series_reference"
2,16.6666666666667,0.833333333333333,-0.0915610890087191,6,"series_reference"
2.5,16.6666666666667,0.833333333333333,0.136661724314397,6,"series_reference"
3,16.6666666666667,0.833333333333333,0.327895716749963,6,"series_reference"
3.5,16.6666666666667,0.833333333333333,0.474409126749399,6,"series_reference"
4,16.6666666666667,0.833333333333333,0.57880176100938,6,"series_reference"
-4,18.75,0.833333333333333,0.646209130402533,6,"series_reference"
-3.5,18.75,0.833333333333333,0.281111701624688,6,"series_reference"
-3,18.75,0.833333333333333,-0.0814717131213398,6,"series_reference"
-2.5,18.75,0.833333333333333,-0.419043340476431,6,"series_reference"
-2,18.75,0.833333333333333,-0.705025141755924,6,"series_reference"
-1.5,18.75,0.833333333333333,-0.914965997961185,6,"series_reference"
-1,18.75,0.833333333333333,-1.033229849305,6,"series_reference"
-0.5,18.75,0.833333333333333,-1.05604110508569,6,"series_reference"
0,18.75,0.833333333333333,-0.989782654656089,6,"series_reference"
0.5,18.75,0.833333333333333,-0.847347037584077,6,"series_reference"
1,18.75,0.833333333333333,-0.645896208917424,6,"series_reference"
1.5,18.75,0.833333333333333,-0.406779161032107,6,"series_reference"
2,18.75,0.833333333333333,-0.155390675982033,6,"series_reference"
2.5,18.75,0.833333333333333,0.0820313748178987,6,"series_reference"
3,18.75,0.833333333333333,0.284748268315665,6,"series_reference"
3.5,18.75,0.833333333333333,0.442769976640939,6,"series_reference"
4,18.75,0.833333333333333,0.556960147349263,6,"series_reference"
-4,20.8333333333333,0.833333333333333,0.553732647162168,6,"series_reference"
-3.5,20.8333333333333,0.833333333333333,0.18081853326937,6,"series_reference"
-3,20.8333333333333,0.833333333333333,-0.186147845846973,6,"series_reference"
-2.5,20.8333333333333,0.833333333333333,-0.52325788932482,6,"series_reference"
-2,20.8333333333333,0.833333333333333,-0.803757314979076,6,"series_reference"
-1.5,20.8333333333333,0.833333333333333,-1.00478727239271,6,"series_reference"
-1,20.8333333333333,0.833333333333333,-1.11349494719841,6,"series_reference"
-0.5,20.8333333333333,0.833333333333333,-1.12870799112079,6,"series_reference"
0,20.8333333333333,0.833333333333333,-1.05811251231745,6,"series_reference"
0.5,20.8333333333333,0.833333333333333,-0.914302673578475,6,"series_reference"
1,20.8333333333333,0.833333333333333,-0.712839059735035,6,"series_reference"
1.5,20.8333333333333,0.833333333333333,-0.472764251056358,6,"series_reference"
2,20.8333333333333,0.833333333333333,-0.21738193879444,6,"series_reference"
2.5,20.8333333333333,0.833333333333333,0.027834255339386,6,"series_reference"
3,20.8333333333333,0.833333333333333,0.241075047430848,6,"series_reference"
3.5,20.8333333333333,0.833333333333333,0.410198157141591,6,"series_reference"
4,20.8333333333333,0.833333333333333,0.534181267773264,6,"series_reference"
-4,22.9166666666667,0.833333333333333,0.462794229588655,6,"series_reference"
-3.5,22.9166666666667,0.833333333333333,0.0832085758233623,6,"series_reference"
-3,22.9166666666667,0.833333333333333,-0.286685893874536,6,"series_reference"
-2.5,22.9166666666667,0.833333333333333,-0.621830897524873,6,"series_reference"
-2,22.9166666666667,0.833333333333333,-0.895704111130226,6,"series_reference"
-1.5,22.9166666666667,0.833333333333333,-1.08735300272146,6,"series_reference"
-1,22.9166666666667,0.833333333333333,-1.18670825475159,6,"series_reference"
-0.5,22.9166666666667,0.833333333333333,-1.19493057641675,6,"series_reference"
0,22.9166666666667,0.833333333333333,-1.12071634647934,6,"series_reference"
0.5,22.9166666666667,0.833333333333333,-0.976248143856374,6,"series_reference"
1,22.9166666666667,0.833333333333333,-0.775574533413623,6,"series_reference"
1.5,22.9166666666667,0.833333333333333,-0.535586701787247,6,"series_reference"
2,22.9166666666667,0.833333333333333,-0.277507391189998,6,"series_reference"
2.5,22.9166666666667,0.833333333333333,-0.0257999084865648,6,"series_reference"
3,22.9166666666667,0.833333333333333,0.197002008502023,6,"series_reference"
3.5,22.9166666666667,0.833333333333333,0.376766573699697,6,"series_reference"
4,22.9166666666667,0.833333333333333,0.510489455283856,6,"series_reference"
-4,25,0.833333333333333,0.37343666661129,6,"series_reference"
-3.5,25,0.833333333333333,-0.0117046598321946,6,"series_reference"
-3,25,0.833333333333333,-0.38316846828878,6,"series_reference"
-2.5,25,0.833333333333333,-0.715027368755111,6,"series_reference"
-2,25,0.833333333333333,-0.981366488438786,6,"series_reference"
-1.5,25,0.833333333333333,-1.16336999012586,6,"series_reference"
-1,25,0.833333333333333,-1.25367833819336,6,"series_reference"
-0.5,25,0.833333333333333,-1.25550280959219,6,"series_reference"
0,25,0.833333333333333,-1.17829202318715,6,"series_reference"
0.5,25,0.833333333333333,-1.03373785353868,6,"series_reference"
1,25,0.833333333333333,-0.834478341451225,6,"series_reference"
1.5,25,0.833333333333333,-0.595420206792966,6,"series_reference"
2,25,0.833333333333333,-0.335758053438294,6,"series_reference"
2.5,25,0.833333333333333,-0.0787580893221702,6,"series_reference"
3,25,0.833333333333333,0.152650335830038,6,"series_reference"
3.5,25,0.833333333333333,0.342550943886362,6,"series_reference"
4,25,0.833333333333333,0.485912953421519,6,"series_reference"
-4,0,1.04166666666667,1.8951058544948,6,"series_reference"
-3.5,0,1.04166666666667,1.60956543916204,6,"series_reference"
-3,0,1.04166666666667,1.32518573406579,6,"series_reference"
-2.5,0,1.04166666666667,1.04952509654437,6,"series_reference"
-2,0,1.04166666666667,0.79164955665229,6,"series_reference"
-1.5,0,1.04166666666667,0.564052188416485,6,"series_reference"
-1,0,1.04166666666667,0.381255823228252,6,"series_reference"
-0.5,0,1.04166666666667,0.258730230602313,6,"series_reference"
0,0,1.04166666666667,0.209288379332671,6,"series_reference"
0.5,0,1.04166666666667,0.238196189356285,6,"series_reference"
1,0,1.04166666666667,0.337532548913606,6,"series_reference"
1.5,0,1.04166666666667,0.483213866527257,6,"series_reference"
2,0,1.04166666666667,0.641326764746125,6,"series_reference"
2.5,0,1.04166666666667,0.782837174076266,6,"series_reference"
3,0,1.04166666666667,0.893509231088548,6,"series_reference"
3.5,0,1.04166666666667,0.9724468736317,6,"series_reference"
4,0,1.04166666666667,1.02543979003081,6,"series_reference"
-4,2.08333333333333,1.04166666666667,1.72977633982855,6,"series_reference"
-3.5,2.08333333333333,1.04166666666667,1.41289713526487,6,"series_reference"
-3,2.08333333333333,1.04166666666667,1.09231392356884,6,"series_reference"
-2.5,2.08333333333333,1.04166666666667,0.776248595210004,6,"series_reference"
-2,2.08333333333333,1.04166666666667,0.477447780762943,6,"series_reference"
-1.5,2.08333333333333,1.04166666666667,0.214260184384882,6,"series_reference"
-1,2.08333333333333,1.04166666666667,0.00998059545770813,6,"series_reference"
-0.5,2.08333333333333,1.04166666666667,-0.111397892851974,6,"series_reference"
0,2.08333333333333,1.04166666666667,-0.13332214552761,6,"series_reference"
0.5,2.08333333333333,1.04166666666667,-0.0552998999322987,6,"series_reference"
1,2.08333333333333,1.04166666666667,0.103132747881328,6,"series_reference"
1.5,2.08333333333333,1.04166666666667,0.306228354284861,6,"series_reference"
2,2.08333333333333,1.04166666666667,0.513599020175854,6,"series_reference"
2.5,2.08333333333333,1.04166666666667,0.69431807836533,6,"series_reference"
3,2.08333333333333,1.04166666666667,0.834374087264144,6,"series_reference"
3.5,2.08333333333333,1.04166666666667,0.934124140702731,6,"series_reference"
4,2.08333333333333,1.04166666666667,1.00116284363434,6,"series_reference"
-4,4.16666666666667,1.04166666666667,1.56803011873119,6,"series_reference"
-3.5,4.16666666666667,1.04166666666667,1.22261890834273,6,"series_reference"
-3,4.16666666666667,1.04166666666667,0.870330494257171,6,"series_reference"
-2.5,4.16666666666667,1.04166666666667,0.521347072443629,6,"series_reference"
-2,4.16666666666667,1.04166666666667,0.192104130134007,6,"series_reference"
-1.5,4.16666666666667,1.04166666666667,-0.0937797339152526,6,"series_reference"
-1,4.16666666666667,1.04166666666667,-0.307559336862754,6,"series_reference"
-0.5,4.16666666666667,1.04166666666667,-0.421952423560451,6,"series_reference"
0,4.16666666666667,1.04166666666667,-0.420839109468502,6,"series_reference"
0.5,4.16666666666667,1.04166666666667,-0.307489432224791,6,"series_reference"
1,4.16666666666667,1.04166666666667,-0.106901376953285,6,"series_reference"
1.5,4.16666666666667,1.04166666666667,0.139844011479331,6,"series_reference"
2,4.16666666666667,1.04166666666667,0.388240434807317,6,"series_reference"
2.5,4.16666666666667,1.04166666666667,0.604483241519317,6,"series_reference"
