"x","q","t","value","nu","backend"
-3,18.75,1.25,-0.955296593066417,6,"series_reference"
-2.5,18.75,1.25,-1.49212428299056,6,"series_reference"
-2,18.75,1.25,-1.94668864611066,6,"series_reference"
-1.5,18.75,1.25,-2.28317954364396,6,"series_reference"
-1,18.75,1.25,-2.47698999239044,6,"series_reference"
-0.5,18.75,1.25,-2.5179312200181,6,"series_reference"
0,18.75,1.25,-2.40816290069731,6,"series_reference"
0.5,18.75,1.25,-2.15844133641435,6,"series_reference"
1,18.75,1.25,-1.78668300572978,6,"series_reference"
1.5,18.75,1.25,-1.32025575563732,6,"series_reference"
2,18.75,1.25,-0.799288735418145,6,"series_reference"
2.5,18.75,1.25,-0.274889919492839,6,"series_reference"
3,18.75,1.25,0.201850627408394,6,"series_reference"
3.5,18.75,1.25,0.595167258957703,6,"series_reference"
4,18.75,1.25,0.893009425156192,6,"series_reference"
-4,20.8333333333333,1.25,0.0309379192894674,6,"series_reference"
-3.5,20.8333333333333,1.25,-0.571330855512167,6,"series_reference"
-3,20.8333333333333,1.25,-1.15770138466163,6,"series_reference"
-2.5,20.8333333333333,1.25,-1.69278284235391,6,"series_reference"
-2,20.8333333333333,1.25,-2.13795362845072,6,"series_reference"
-1.5,20.8333333333333,1.25,-2.4600812923524,6,"series_reference"
-1,20.8333333333333,1.25,-2.63866839344924,6,"series_reference"
-0.5,20.8333333333333,1.25,-2.66737740692136,6,"series_reference"
0,20.8333333333333,1.25,-2.55064948999124,6,"series_reference"
0.5,20.8333333333333,1.25,-2.29938908174059,6,"series_reference"
1,20.8333333333333,1.25,-1.9294793974042,6,"series_reference"
1.5,20.8333333333333,1.25,-1.46441295454755,6,"series_reference"
2,20.8333333333333,1.25,-0.939706592476864,6,"series_reference"
2.5,20.8333333333333,1.25,-0.403288626164667,6,"series_reference"
3,20.8333333333333,1.25,0.0933784530767552,6,"series_reference"
3.5,20.8333333333333,1.25,0.510689554298644,6,"series_reference"
4,20.8333333333333,1.25,0.831807235873643,6,"series_reference"
-4,22.9166666666667,1.25,-0.146911739752857,6,"series_reference"
-3.5,22.9166666666667,1.25,-0.759044415707472,6,"series_reference"
-3,22.9166666666667,1.25,-1.34877233351623,6,"series_reference"
-2.5,22.9166666666667,1.25,-1.87947810441539,6,"series_reference"
-2,22.9166666666667,1.25,-2.31338253922805,6,"series_reference"
-1.5,22.9166666666667,1.25,-2.62037965412475,6,"series_reference"
-1,22.9166666666667,1.25,-2.78400389935738,6,"series_reference"
-0.5,22.9166666666667,1.25,-2.80139136976984,6,"series_reference"
0,22.9166666666667,1.25,-2.67887484381346,6,"series_reference"
0.5,22.9166666666667,1.25,-2.42734406946439,6,"series_reference"
1,22.9166666666667,1.25,-2.06079838994008,6,"series_reference"
1.5,22.9166666666667,1.25,-1.5991912282029,6,"series_reference"
2,22.9166666666667,1.25,-1.07359990125606,6,"series_reference"
2.5,22.9166666666667,1.25,-0.528415197118263,6,"series_reference"
3,22.9166666666667,1.25,-0.0146605233382688,6,"series_reference"
3.5,22.9166666666667,1.25,0.424881338159633,6,"series_reference"
4,22.9166666666667,1.25,0.768641866167171,6,"series_reference"
-4,25,1.25,-0.318957721930662,6,"series_reference"
-3.5,25,1.25,-0.938662603229405,6,"series_reference"
-3,25,1.25,-1.52927474366676,6,"series_reference"
-2.5,25,1.25,-2.05341508319184,6,"series_reference"
-2,25,1.25,-2.4746462389999,6,"series_reference"
-1.5,25,1.25,-2.76611330986505,6,"series_reference"
-1,25,1.25,-2.91522202500172,6,"series_reference"
-0.5,25,1.25,-2.92219501075123,6,"series_reference"
0,25,1.25,-2.7949010705922,6,"series_reference"
0.5,25,1.25,-2.54408245735089,6,"series_reference"
1,25,1.25,-2.18200848484483,6,"series_reference"
1.5,25,1.25,-1.72543999929135,6,"series_reference"
2,25,1.25,-1.20127043164381,6,"series_reference"
2.5,25,1.25,-0.650156982443709,6,"series_reference"
3,25,1.25,-0.121988994410849,6,"series_reference"
3.5,25,1.25,0.337977445272473,6,"series_reference"
4,25,1.25,0.703634539653171,6,"series_reference"
-4,0,1.45833333333333,2.37564856905246,6,"series_reference"
-3.5,0,1.45833333333333,2.05353881538916,6,"series_reference"
-3,0,1.45833333333333,1.72803877273682,6,"series_reference"
-2.5,0,1.45833333333333,1.41036450901842,6,"series_reference"
-2,0,1.45833333333333,1.13069471907793,6,"series_reference"
-1.5,0,1.45833333333333,0.9012835153111,6,"series_reference"
-1,0,1.45833333333333,0.710302061408586,6,"series_reference"
-0.5,0,1.45833333333333,0.577447258782352,6,"series_reference"
0,0,1.45833333333333,0.509787517474772,6,"series_reference"
0.5,0,1.45833333333333,0.516839780673962,6,"series_reference"
1,0,1.45833333333333,0.599288446977019,6,"series_reference"
1.5,0,1.45833333333333,0.748590527736519,6,"series_reference"
2,0,1.45833333333333,0.946337111925289,6,"series_reference"
2.5,0,1.45833333333333,1.16256509628116,6,"series_reference"
3,0,1.45833333333333,1.36372211560527,6,"series_reference"
3.5,0,1.45833333333333,1.52732440445289,6,"series_reference"
4,0,1.45833333333333,1.64757535871342,6,"series_reference"
-4,2.08333333333333,1.45833333333333,2.01573437149759,6,"series_reference"
-3.5,2.08333333333333,1.45833333333333,1.61762977003638,6,"series_reference"
-3,2.08333333333333,1.45833333333333,1.20571639962559,6,"series_reference"
-2.5,2.08333333333333,1.45833333333333,0.793382770694931,6,"series_reference"
-2,2.08333333333333,1.45833333333333,0.414657095889504,6,"series_reference"
-1.5,2.08333333333333,1.45833333333333,0.0701329287607342,6,"series_reference"
-1,2.08333333333333,1.45833333333333,-0.197031535811526,6,"series_reference"
-0.5,2.08333333333333,1.45833333333333,-0.353631917470095,6,"series_reference"
0,2.08333333333333,1.45833333333333,-0.373633772004855,6,"series_reference"
0.5,2.08333333333333,1.45833333333333,-0.25515582191592,6,"series_reference"
1,2.08333333333333,1.45833333333333,-0.022780094602207,6,"series_reference"
1.5,2.08333333333333,1.45833333333333,0.282460323089853,6,"series_reference"
2,2.08333333333333,1.45833333333333,0.615938964776078,6,"series_reference"
2.5,2.08333333333333,1.45833333333333,0.936748970615957,6,"series_reference"
3,2.08333333333333,1.45833333333333,1.21319364599549,6,"series_reference"
3.5,2.08333333333333,1.45833333333333,1.4291363511982,6,"series_reference"
4,2.08333333333333,1.45833333333333,1.58479529775308,6,"series_reference"
-4,4.16666666666667,1.45833333333333,1.69187632840008,6,"series_reference"
-3.5,4.16666666666667,1.45833333333333,1.21009553337328,6,"series_reference"
-3,4.16666666666667,1.45833333333333,0.728300126017351,6,"series_reference"
-2.5,4.16666666666667,1.45833333333333,0.244694683563595,6,"series_reference"
-2,4.16666666666667,1.45833333333333,-0.208530668532239,6,"series_reference"
-1.5,4.16666666666667,1.45833333333333,-0.608788012516397,6,"series_reference"
-1,4.16666666666667,1.45833333333333,-0.907102466721306,6,"series_reference"
-0.5,4.16666666666667,1.45833333333333,-1.06166282788549,6,"series_reference"
0,4.16666666666667,1.45833333333333,-1.04565672703541,6,"series_reference"
0.5,4.16666666666667,1.45833333333333,-0.860404734701474,6,"series_reference"
1,4.16666666666667,1.45833333333333,-0.536994701095771,6,"series_reference"
1.5,4.16666666666667,1.45833333333333,-0.12814059242042,6,"series_reference"
2,4.16666666666667,1.45833333333333,0.306564112635771,6,"series_reference"
2.5,4.16666666666667,1.45833333333333,0.714595086967445,6,"series_reference"
3,4.16666666666667,1.45833333333333,1.05978833385287,6,"series_reference"
3.5,4.16666666666667,1.45833333333333,1.32668168125773,6,"series_reference"
4,4.16666666666667,1.45833333333333,1.51827336294826,6,"series_reference"
-4,6.25,1.45833333333333,1.36055885843913,6,"series_reference"
-3.5,6.25,1.45833333333333,0.82887229247726,6,"series_reference"
-3,6.25,1.45833333333333,0.291333342397106,6,"series_reference"
-2.5,6.25,1.45833333333333,-0.241664760181189,6,"series_reference"
-2,6.25,1.45833333333333,-0.74456290861855,6,"series_reference"
-1.5,6.25,1.45833333333333,-1.17287619501819,6,"series_reference"
-1,6.25,1.45833333333333,-1.47932704848818,6,"series_reference"
-0.5,6.25,1.45833333333333,-1.62224409647784,6,"series_reference"
0,6.25,1.45833333333333,-1.57845737199176,6,"series_reference"
0.5,6.25,1.45833333333333,-1.35099702985856,6,"series_reference"
1,6.25,1.45833333333333,-0.971006553688417,6,"series_reference"
1.5,6.25,1.45833333333333,-0.493063009012361,6,"series_reference"
2,6.25,1.45833333333333,0.01671970281736,6,"series_reference"
2.5,6.25,1.45833333333333,0.496850588483801,6,"series_reference"
3,6.25,1.45833333333333,0.904226877125882,6,"series_reference"
3.5,6.25,1.45833333333333,1.2202930307843,6,"series_reference"
4,6.25,1.45833333333333,1.448091202698,6,"series_reference"
-4,8.33333333333333,1.45833333333333,1.0458970147341,6,"series_reference"
-3.5,8.33333333333333,1.45833333333333,0.471870686625373,6,"series_reference"
-3,8.33333333333333,1.45833333333333,-0.109542658942308,6,"series_reference"
-2.5,8.33333333333333,1.45833333333333,-0.681328274598992,6,"series_reference"
-2,8.33333333333333,1.45833333333333,-1.21034451596444,6,"series_reference"
-1.5,8.33333333333333,1.45833333333333,-1.64955080241348,6,"series_reference"
-1,8.33333333333333,1.45833333333333,-1.95177130721368,6,"series_reference"
-0.5,8.33333333333333,1.45833333333333,-2.07934074448245,6,"series_reference"
0,8.33333333333333,1.45833333333333,-2.01343574156167,6,"series_reference"
0.5,8.33333333333333,1.45833333333333,-1.75846003020486,6,"series_reference"
1,8.33333333333333,1.45833333333333,-1.343327371935,6,"series_reference"
1.5,8.33333333333333,1.45833333333333,-0.819843950618188,6,"series_reference"
2,8.33333333333333,1.45833333333333,-0.255009219813124,6,"series_reference"
2.5,8.33333333333333,1.45833333333333,0.284111854431636,6,"series_reference"
3,8.33333333333333,1.45833333333333,0.747198003525802,6,"series_reference"
3.5,8.33333333333333,1.45833333333333,1.11032358000026,6,"series_reference"
4,8.33333333333333,1.45833333333333,1.37435141305202,6,"series_reference"
-4,10.4166666666667,1.45833333333333,0.746723859670148,6,"series_reference"
-3.5,10.4166666666667,1.45833333333333,0.137065726024601,6,"series_reference"
-3,10.4166666666667,1.45833333333333,-0.478362512857569,6,"series_reference"
-2.5,10.4166666666667,1.45833333333333,-1.07650858691434,6,"series_reference"
-2,10.4166666666667,1.45833333333333,-1.61905395906668,6,"series_reference"
-1.5,10.4166666666667,1.45833333333333,-2.05828395716971,6,"series_reference"
-1,10.4166666666667,1.45833333333333,-2.34953161390795,6,"series_reference"
-0.5,10.4166666666667,1.45833333333333,-2.46032728466785,6,"series_reference"
0,10.4166666666667,1.45833333333333,-2.37639813877773,6,"series_reference"
0.5,10.4166666666667,1.45833333333333,-2.1032809830943,6,"series_reference"
1,10.4166666666667,1.45833333333333,-1.66694824722139,6,"series_reference"
1.5,10.4166666666667,1.45833333333333,-1.11437807269364,6,"series_reference"
2,10.4166666666667,1.45833333333333,-0.509950504939528,6,"series_reference"
2.5,10.4166666666667,1.45833333333333,0.0768410666136567,6,"series_reference"
3,10.4166666666667,1.45833333333333,0.589351159468113,6,"series_reference"
3.5,10.4166666666667,1.45833333333333,0.997141970703024,6,"series_reference"
4,10.4166666666667,1.45833333333333,1.29717668548868,6,"series_reference"
-4,12.5,1.45833333333333,0.461933962182984,6,"series_reference"
-3.5,12.5,1.45833333333333,-0.175370119545778,6,"series_reference"
-3,12.5,1.45833333333333,-0.818727247108269,6,"series_reference"
-2.5,12.5,1.45833333333333,-1.43371170239817,6,"series_reference"
-2,12.5,1.45833333333333,-1.98079195650971,6,"series_reference"
-1.5,12.5,1.45833333333333,-2.41300302931429,6,"series_reference"
-1,12.5,1.45833333333333,-2.68948955890744,6,"series_reference"
-0.5,12.5,1.45833333333333,-2.78329440708294,6,"series_reference"
0,12.5,1.45833333333333,-2.68446873118058,6,"series_reference"
0.5,12.5,1.45833333333333,-2.39949493203832,6,"series_reference"
1,12.5,1.45833333333333,-1.95132087444625,6,"series_reference"
1.5,12.5,1.45833333333333,-1.38135926504461,6,"series_reference"
2,12.5,1.45833333333333,-0.749341707147694,6,"series_reference"
2.5,12.5,1.45833333333333,-0.124617389754698,6,"series_reference"
3,12.5,1.45833333333333,0.431291021338466,6,"series_reference"
3.5,12.5,1.45833333333333,0.881127204920793,6,"series_reference"
4,12.5,1.45833333333333,1.21670866294057,6,"series_reference"
-4,14.5833333333333,1.45833333333333,0.190498406933831,6,"series_reference"
-3.5,14.5833333333333,1.45833333333333,-0.472075791744974,6,"series_reference"
-3,14.5833333333333,1.45833333333333,-1.1333004793281,6,"series_reference"
-2.5,14.5833333333333,1.45833333333333,-1.75823095195313,6,"series_reference"
-2,14.5833333333333,1.45833333333333,-2.30332399912658,6,"series_reference"
-1.5,14.5833333333333,1.45833333333333,-2.72389842501216,6,"series_reference"
-1,14.5833333333333,1.45833333333333,-2.98356505911419,6,"series_reference"
-0.5,14.5833333333333,1.45833333333333,-3.06080303723635,6,"series_reference"
0,14.5833333333333,1.45833333333333,-2.94956565538606,6,"series_reference"
0.5,14.5833333333333,1.45833333333333,-2.65711058140085,6,"series_reference"
1,14.5833333333333,1.45833333333333,-2.20352106634171,6,"series_reference"
1.5,14.5833333333333,1.45833333333333,-1.62458211836229,6,"series_reference"
2,14.5833333333333,1.45833333333333,-0.974330758509412,6,"series_reference"
2.5,14.5833333333333,1.45833333333333,-0.320021248272041,6,"series_reference"
3,14.5833333333333,1.45833333333333,0.273573713566998,6,"series_reference"
3.5,14.5833333333333,1.45833333333333,0.762663658636216,6,"series_reference"
4,14.5833333333333,1.45833333333333,1.13310652906131,6,"series_reference"
-4,16.6666666666667,1.45833333333333,-0.0685279109360009,6,"series_reference"
-3.5,16.6666666666667,1.45833333333333,-0.751534045267267,6,"series_reference"
-3,16.6666666666667,1.45833333333333,-1.42595552109348,6,"series_reference"
-2.5,16.6666666666667,1.45833333333333,-2.05437228223581,6,"series_reference"
-2,16.6666666666667,1.45833333333333,-2.59269570818496,6,"series_reference"
-1.5,16.6666666666667,1.45833333333333,-2.99859975568823,6,"series_reference"
-1,16.6666666666667,1.45833333333333,-3.24047829050203,6,"series_reference"
-0.5,16.6666666666667,1.45833333333333,-3.30191042311308,6,"series_reference"
0,16.6666666666667,1.45833333333333,-3.18029525096875,6,"series_reference"
0.5,16.6666666666667,1.45833333333333,-2.88349464666955,6,"series_reference"
1,16.6666666666667,1.45833333333333,-2.42897030134383,6,"series_reference"
1.5,16.6666666666667,1.45833333333333,-1.84715411753942,6,"series_reference"
2,16.6666666666667,1.45833333333333,-1.18597900340911,6,"series_reference"
2.5,16.6666666666667,1.45833333333333,-0.50921574810261,6,"series_reference"
3,16.6666666666667,1.45833333333333,0.116704571043162,6,"series_reference"
3.5,16.6666666666667,1.45833333333333,0.642136328608639,6,"series_reference"
4,16.6666666666667,1.45833333333333,1.04654536292264,6,"series_reference"
-4,18.75,1.45833333333333,-0.316004803943873,6,"series_reference"
-3.5,18.75,1.45833333333333,-1.01524258695297,6,"series_reference"
-3,18.75,1.45833333333333,-1.69823196521772,6,"series_reference"
-2.5,18.75,1.45833333333333,-2.3256605881413,6,"series_reference"
-2,18.75,1.45833333333333,-2.85368947640434,6,"series_reference"
-1.5,18.75,1.45833333333333,-3.24298933931043,6,"series_reference"
-1,18.75,1.45833333333333,-3.46678515497908,6,"series_reference"
-0.5,18.75,1.45833333333333,-3.51335093727634,6,"series_reference"
0,18.75,1.45833333333333,-3.38305829003461,6,"series_reference"
0.5,18.75,1.45833333333333,-3.08420946688018,6,"series_reference"
1,18.75,1.45833333333333,-2.63190348892127,6,"series_reference"
1.5,18.75,1.45833333333333,-2.05164881165649,6,"series_reference"
2,18.75,1.45833333333333,-1.38526558590577,6,"series_reference"
2.5,18.75,1.45833333333333,-0.69212027126554,6,"series_reference"
3,18.75,1.45833333333333,-0.0388627457051465,6,"series_reference"
3.5,18.75,1.45833333333333,0.519926411329481,6,"series_reference"
4,18.75,1.45833333333333,0.957214297007972,6,"series_reference"
-4,20.8333333333333,1.45833333333333,-0.552709338788724,6,"series_reference"
-3.5,20.8333333333333,1.45833333333333,-1.26450983734055,6,"series_reference"
-3,20.8333333333333,1.45833333333333,-1.95215793610779,6,"series_reference"
-2.5,20.8333333333333,1.45833333333333,-2.57500900931724,6,"series_reference"
-2,20.8333333333333,1.45833333333333,-3.0901504036052,6,"series_reference"
-1.5,20.8333333333333,1.45833333333333,-3.46167537423203,6,"series_reference"
-1,20.8333333333333,1.45833333333333,-3.66753888389113,6,"series_reference"
-0.5,20.8333333333333,1.45833333333333,-3.700258628487,6,"series_reference"
0,20.8333333333333,1.45833333333333,-3.56273086727619,6,"series_reference"
0.5,20.8333333333333,1.45833333333333,-3.26354447799826,6,"series_reference"
1,20.8333333333333,1.45833333333333,-2.81568329793484,6,"series_reference"
1.5,20.8333333333333,1.45833333333333,-2.24021874886242,6,"series_reference"
2,20.8333333333333,1.45833333333333,-1.57309252303306,6,"series_reference"
2.5,20.8333333333333,1.45833333333333,-0.868716305325456,6,"series_reference"
3,20.8333333333333,1.45833333333333,-0.192725986939732,6,"series_reference"
3.5,20.8333333333333,1.45833333333333,0.396407291744982,6,"series_reference"
4,20.8333333333333,1.45833333333333,0.86531452069365,6,"series_reference"
-4,22.9166666666667,1.45833333333333,-0.779340918369935,6,"series_reference"
-3.5,22.9166666666667,1.45833333333333,-1.50047965975425,6,"series_reference"
-3,22.9166666666667,1.45833333333333,-2.18946507720833,6,"series_reference"
-2.5,22.9166666666667,1.45833333333333,-2.80485108498362,6,"series_reference"
-2,22.9166666666667,1.45833333333333,-3.30521728815868,6,"series_reference"
-1.5,22.9166666666667,1.45833333333333,-3.65834204836782,6,"series_reference"
-1,22.9166666666667,1.45833333333333,-3.8467116331752,6,"series_reference"
-0.5,22.9166666666667,1.45833333333333,-3.86662920044926,6,"series_reference"
0,22.9166666666667,1.45833333333333,-3.72310227527637,6,"series_reference"
0.5,22.9166666666667,1.45833333333333,-3.42486679058392,6,"series_reference"
1,22.9166666666667,1.45833333333333,-2.98301781012114,6,"series_reference"
1.5,22.9166666666667,1.45833333333333,-2.41468026140251,6,"series_reference"
2,22.9166666666667,1.45833333333333,-1.75029003759846,6,"series_reference"
2.5,22.9166666666667,1.45833333333333,-1.03903673292892,6,"series_reference"
3,22.9166666666667,1.45833333333333,-0.344533106726645,6,"series_reference"
3.5,22.9166666666667,1.45833333333333,0.271940997756028,6,"series_reference"
4,22.9166666666667,1.45833333333333,0.771057173962802,6,"series_reference"
-4,25,1.45833333333333,-0.996527751504058,6,"series_reference"
-3.5,25,1.45833333333333,-1.72415486349556,6,"series_reference"
-3,25,1.45833333333333,-2.4116429061577,6,"series_reference"
-2.5,25,1.45833333333333,-3.01724176806184,6,"series_reference"
-2,25,1.45833333333333,-3.50148814860974,6,"series_reference"
-1.5,25,1.45833333333333,-3.83598106444784,6,"series_reference"
-1,25,1.45833333333333,-4.00747993938895,6,"series_reference"
-0.5,25,1.45833333333333,-4.01562696436665,6,"series_reference"
0,25,1.45833333333333,-3.86716714765291,6,"series_reference"
0.5,25,1.45833333333333,-3.57086002076651,6,"series_reference"
1,25,1.45833333333333,-3.1361150663668,6,"series_reference"
1.5,25,1.45833333333333,-2.57657812194134,6,"series_reference"
2,25,1.45833333333333,-1.91762188491081,6,"series_reference"
2.5,25,1.45833333333333,-1.20315640087188,6,"series_reference"
3,25,1.45833333333333,-0.493980308856626,6,"series_reference"
3.5,25,1.45833333333333,0.146875155120895,6,"series_reference"
4,25,1.45833333333333,0.674661177069169,6,"series_reference"
-4,0,1.66666666666667,2.33121456030013,6,"series_reference"
-3.5,0,1.66666666666667,1.91601995289169,6,"series_reference"
-3,0,1.66666666666667,1.59523527574796,6,"series_reference"
-2.5,0,1.66666666666667,1.33827829900813,6,"series_reference"
-2,0,1.66666666666667,1.06881330810448,6,"series_reference"
-1.5,0,1.66666666666667,0.896406985748319,6,"series_reference"
-1,0,1.66666666666667,0.776352680170051,6,"series_reference"
-0.5,0,1.66666666666667,0.69513291860015,6,"series_reference"
0,0,1.66666666666667,0.668999787389108,6,"series_reference"
0.5,0,1.66666666666667,0.687211646808571,6,"series_reference"
1,0,1.66666666666667,0.764020715601855,6,"series_reference"
1.5,0,1.66666666666667,0.903973191525575,6,"series_reference"
2,0,1.66666666666667,1.09770734370675,6,"series_reference"
2.5,0,1.66666666666667,1.32645222309913,6,"series_reference"
3,0,1.66666666666667,1.5607246674277,6,"series_reference"
3.5,0,1.66666666666667,1.76940930145868,6,"series_reference"
4,0,1.66666666666667,1.93413526079102,6,"series_reference"
-4,2.08333333333333,1.66666666666667,1.86718206292786,6,"series_reference"
-3.5,2.08333333333333,1.66666666666667,1.4495037728971,6,"series_reference"
-3,2.08333333333333,1.66666666666667,1.00136069931266,6,"series_reference"
-2.5,2.08333333333333,1.66666666666667,0.542847980174987,6,"series_reference"
-2,2.08333333333333,1.66666666666667,0.156332650601508,6,"series_reference"
-1.5,2.08333333333333,1.66666666666667,-0.212693024990853,6,"series_reference"
-1,2.08333333333333,1.66666666666667,-0.482636249560349,6,"series_reference"
-0.5,2.08333333333333,1.66666666666667,-0.638956857959694,6,"series_reference"
0,2.08333333333333,1.66666666666667,-0.640526277739317,6,"series_reference"
0.5,2.08333333333333,1.66666666666667,-0.481592024154628,6,"series_reference"
1,2.08333333333333,1.66666666666667,-0.190463303710128,6,"series_reference"
1.5,2.08333333333333,1.66666666666667,0.182102989533096,6,"series_reference"
2,2.08333333333333,1.66666666666667,0.585002225941567,6,"series_reference"
2.5,2.08333333333333,1.66666666666667,0.977823625648336,6,"series_reference"
3,2.08333333333333,1.66666666666667,1.32961135567263,6,"series_reference"
3.5,2.08333333333333,1.66666666666667,1.61874242244693,6,"series_reference"
4,2.08333333333333,1.66666666666667,1.83743667301532,6,"series_reference"
-4,4.16666666666667,1.66666666666667,1.42670883817352,6,"series_reference"
-3.5,4.16666666666667,1.66666666666667,0.922984713808999,6,"series_reference"
-3,4.16666666666667,1.66666666666667,0.384398208062983,6,"series_reference"
-2.5,4.16666666666667,1.66666666666667,-0.164122510924503,6,"series_reference"
-2,4.16666666666667,1.66666666666667,-0.66062558118318,6,"series_reference"
-1.5,4.16666666666667,1.66666666666667,-1.10621499505966,6,"series_reference"
-1,4.16666666666667,1.66666666666667,-1.44172591504827,6,"series_reference"
-0.5,4.16666666666667,1.66666666666667,-1.60941865171081,6,"series_reference"
0,4.16666666666667,1.66666666666667,-1.57494981745835,6,"series_reference"
0.5,4.16666666666667,1.66666666666667,-1.33753671425333,6,"series_reference"
1,4.16666666666667,1.66666666666667,-0.932383835394799,6,"series_reference"
1.5,4.16666666666667,1.66666666666667,-0.421849952570881,6,"series_reference"
2,4.16666666666667,1.66666666666667,0.123766670533685,6,"series_reference"
2.5,4.16666666666667,1.66666666666667,0.644393914135387,6,"series_reference"
3,4.16666666666667,1.66666666666667,1.09834654661393,6,"series_reference"
3.5,4.16666666666667,1.66666666666667,1.46331822026887,6,"series_reference"
4,4.16666666666667,1.66666666666667,1.73570775419827,6,"series_reference"
-4,6.25,1.66666666666667,1.00913434900248,6,"series_reference"
-3.5,6.25,1.66666666666667,0.433147822091218,6,"series_reference"
-3,6.25,1.66666666666667,-0.176718020210862,6,"series_reference"
-2.5,6.25,1.66666666666667,-0.778367193787057,6,"series_reference"
-2,6.25,1.66666666666667,-1.35352558909675,6,"series_reference"
-1.5,6.25,1.66666666666667,-1.84064765178406,6,"series_reference"
-1,6.25,1.66666666666667,-2.18886420202583,6,"series_reference"
-0.5,6.25,1.66666666666667,-2.3457759626684,6,"series_reference"
0,6.25,1.66666666666667,-2.2826440455834,6,"series_reference"
0.5,6.25,1.66666666666667,-2.00035556640535,6,"series_reference"
1,6.25,1.66666666666667,-1.53170212303639,6,"series_reference"
1.5,6.25,1.66666666666667,-0.937475677499275,6,"series_reference"
2,6.25,1.66666666666667,-0.293976827770694,6,"series_reference"
2.5,6.25,1.66666666666667,0.325814534333345,6,"series_reference"
3,6.25,1.66666666666667,0.86790331364708,6,"series_reference"
3.5,6.25,1.66666666666667,1.30376859544105,6,"series_reference"
4,6.25,1.66666666666667,1.6291752219726,6,"series_reference"
-4,8.33333333333333,1.66666666666667,0.646378293732287,6,"series_reference"
-3.5,8.33333333333333,1.66666666666667,-0.022096380927616,6,"series_reference"
-3,8.33333333333333,1.66666666666667,-0.686611808935509,6,"series_reference"
-2.5,8.33333333333333,1.66666666666667,-1.33833532637293,6,"series_reference"
-2,8.33333333333333,1.66666666666667,-1.94465334484193,6,"series_reference"
-1.5,8.33333333333333,1.66666666666667,-2.44548220612381,6,"series_reference"
-1,8.33333333333333,1.66666666666667,-2.78814214229639,6,"series_reference"
-0.5,8.33333333333333,1.66666666666667,-2.9278672369201,6,"series_reference"
0,8.33333333333333,1.66666666666667,-2.84226237312723,6,"series_reference"
0.5,8.33333333333333,1.66666666666667,-2.53326018191761,6,"series_reference"
1,8.33333333333333,1.66666666666667,-2.02914314328361,6,"series_reference"
1.5,8.33333333333333,1.66666666666667,-1.38457971153896,6,"series_reference"
2,8.33333333333333,1.66666666666667,-0.674489548931407,6,"series_reference"
2.5,8.33333333333333,1.66666666666667,0.0216481506559223,6,"series_reference"
3,8.33333333333333,1.66666666666667,0.639141565987289,6,"series_reference"
3.5,8.33333333333333,1.66666666666667,1.14072659487595,6,"series_reference"
4,8.33333333333333,1.66666666666667,1.518093663919,6,"series_reference"
-4,10.4166666666667,1.66666666666667,0.263368636750601,6,"series_reference"
-3.5,10.4166666666667,1.66666666666667,-0.445156971949195,6,"series_reference"
-3,10.4166666666667,1.66666666666667,-1.15038118167458,6,"series_reference"
-2.5,10.4166666666667,1.66666666666667,-1.83373966975976,6,"series_reference"
-2,10.4166666666667,1.66666666666667,-2.45372794256811,6,"series_reference"
-1.5,10.4166666666667,1.66666666666667,-2.95270668404428,6,"series_reference"
-1,10.4166666666667,1.66666666666667,-3.2810621642884,6,"series_reference"
-0.5,10.4166666666667,1.66666666666667,-3.40199839324613,6,"series_reference"
0,10.4166666666667,1.66666666666667,-3.29847682350027,6,"series_reference"
0.5,10.4166666666667,1.66666666666667,-2.97337273644867,6,"series_reference"
1,10.4166666666667,1.66666666666667,-2.45050311165805,6,"series_reference"
1.5,10.4166666666667,1.66666666666667,-1.77709212959994,6,"series_reference"
2,10.4166666666667,1.66666666666667,-1.02278363961842,6,"series_reference"
2.5,10.4166666666667,1.66666666666667,-0.268600305634084,6,"series_reference"
3,10.4166666666667,1.66666666666667,0.412811906873937,6,"series_reference"
3.5,10.4166666666667,1.66666666666667,0.974818060327802,6,"series_reference"
4,10.4166666666667,1.66666666666667,1.40274235130638,6,"series_reference"
-4,12.5,1.66666666666667,-0.0976717062835206,6,"series_reference"
-3.5,12.5,1.66666666666667,-0.838592332036852,6,"series_reference"
-3,12.5,1.66666666666667,-1.56954039326749,6,"series_reference"
-2.5,12.5,1.66666666666667,-2.27460433918937,6,"series_reference"
-2,12.5,1.66666666666667,-2.89666792790581,6,"series_reference"
-1.5,12.5,1.66666666666667,-3.3850425728693,6,"series_reference"
-1,12.5,1.66666666666667,-3.69498813376885,6,"series_reference"
-0.5,12.5,1.66666666666667,-3.79700840281973,6,"series_reference"
0,12.5,1.66666666666667,-3.67888057946603,6,"series_reference"
0.5,12.5,1.66666666666667,-3.34430561707013,6,"series_reference"
1,12.5,1.66666666666667,-2.81314789650818,6,"series_reference"
1.5,12.5,1.66666666666667,-2.12518747620038,6,"series_reference"
2,12.5,1.66666666666667,-1.34293794750418,6,"series_reference"
2.5,12.5,1.66666666666667,-0.54546099880701,6,"series_reference"
3,12.5,1.66666666666667,0.189561225579428,6,"series_reference"
3.5,12.5,1.66666666666667,0.806654250354892,6,"series_reference"
4,12.5,1.66666666666667,1.28342175757662,6,"series_reference"
