"x","q","t","region","truncation_level","abs_diff_vs_max"
-1.99980458430946,15.5138326401357,0.118008040008135,"interior_stable",300,0
-1.70838894508779,18.5305830731522,0.359115648316219,"interior_stable",300,0
1.68907203897834,8.91566419159062,1.10328320239205,"interior_stable",300,0
1.40109744668007,9.06555813271552,0.594019026611932,"interior_stable",300,0
-3.69253716804087,17.3028711171355,1.03652477439027,"interior_stable",300,0
-1.32916586659849,15.6305657175835,0.446838363423012,"interior_stable",300,0
-0.0710229333490133,17.5785448867828,0.0738414021907374,"interior_stable",300,0
-0.179251555353403,14.806154865073,0.533831712091342,"interior_stable",300,0
0.350364878773689,14.2515009269118,0.725499110412784,"interior_stable",300,0
-2.39537897333503,13.2509325805586,0.852723225834779,"interior_stable",300,0
0.650637628510594,14.7751397744287,0.375163764110766,"interior_stable",300,0
-2.46482007391751,17.2496210841928,1.16143657884095,"interior_stable",300,0
3.02060644887388,23.9956993958913,0.734190851217136,"interior_stable",300,0
0.733019167557359,22.7586027409416,1.05493355018552,"interior_stable",300,0
-1.67458674497902,16.4918969909195,0.637939200969413,"interior_stable",300,0
-1.02493355423212,20.3838627436198,0.0413568445947021,"interior_stable",300,0
1.12004789710045,14.3492899776902,0.975701991119422,"interior_stable",300,0
1.22214458324015,15.479756926652,1.22975688369479,"interior_stable",300,0
-2.78329600021243,14.9023965059314,0.292070120340213,"interior_stable",300,0
1.77215578779578,13.1605304370169,1.18249941791873,"interior_stable",300,0
-3.93525613844395,13.2589458720759,0.268928255536593,"interior_stable",300,0
1.24400766566396,20.6903515441809,0.0176968885352835,"interior_stable",300,0
3.57382314279675,23.2090368459467,0.844727761577815,"interior_stable",300,0
-0.368251016363502,21.7100776557345,0.0852037552976981,"interior_stable",300,0
-3.68555254675448,11.8734248972032,1.16320367495064,"interior_stable",300,0
3.92931784689426,11.2207204278093,0.876067447243258,"interior_stable",300,0
-2.78053914569318,21.9399382651318,1.04478707944509,"interior_stable",300,0
-1.11661457084119,15.2468228596263,0.0470254378160462,"interior_stable",300,0
1.64317670091987,9.50490706600249,0.0629223691066727,"interior_stable",300,0
-0.634726949036121,11.2834888219368,0.163633649353869,"interior_stable",300,0
1.62746796943247,19.3563719105441,0.0430129369487986,"interior_stable",300,0
-3.24808088317513,9.20006539672613,0.834411004907452,"interior_stable",300,0
-3.33686964772642,19.560610660119,1.14413940173108,"interior_stable",300,0
-1.47450962476432,14.6026982751209,0.192428342998028,"interior_stable",300,0
0.308516627177596,20.3229699865915,0.504644127795473,"interior_stable",300,0
-1.77435787767172,17.1201944060158,0.592393843689933,"interior_stable",300,0
2.08173253014684,13.1802623625845,0.228993635973893,"interior_stable",300,0
-2.35435056500137,23.5525028372649,1.0538068797905,"interior_stable",300,0
-1.3720417805016,21.7505305190571,0.843566862749867,"interior_stable",300,0
-3.14452175609767,9.73496161750518,0.202941598254256,"interior_stable",300,0
-1.45252134464681,13.7970460171346,0.255102845840156,"interior_stable",300,0
-3.76820160262287,23.3128924272023,0.11879492085427,"interior_stable",300,0
-0.49506681971252,9.01873160037212,0.953548297984526,"interior_stable",300,0
0.42968681640923,9.80959021253511,0.195667647640221,"interior_stable",300,0
3.95950883068144,21.1067576194182,0.728740621125326,"interior_stable",300,0
-0.138514749705791,10.2570991613902,0.770669371122494,"interior_stable",300,0
0.459613429382443,9.48920311057009,1.04708350729197,"interior_stable",300,0
3.27020863257349,23.5648384608794,1.16419265919831,"interior_stable",300,0
-3.77662378922105,17.1201382880099,1.00294756528456,"interior_stable",300,0
-0.663170874118805,13.0313799716532,0.35066043259576,"interior_stable",300,0
3.84552172757685,19.4394437305164,0.586364010814577,"interior_stable",300,0
0.151833077892661,15.8502514299471,0.72837085230276,"interior_stable",300,0
-2.48323506116867,9.91001555812545,0.930060741957277,"interior_stable",300,0
0.78824364207685,21.4063356688712,0.0994903442915529,"interior_stable",300,0
-3.98810196854174,21.2977662333287,0.211060596047901,"interior_stable",300,0
-1.07973168417811,20.9042876726016,0.442459372570738,"interior_stable",300,0
1.08516754768789,13.2591830391902,0.983214033185504,"interior_stable",300,0
2.66500850394368,24.7924333321862,1.10744424397126,"interior_stable",300,0
2.89117734134197,14.0555412974209,0.439662785502151,"interior_stable",300,0
0.114251043647528,18.1411843223032,1.04287472669967,"interior_stable",300,0
-3.33171256631613,14.8834074556362,0.89422745979391,"interior_stable",300,0
1.0531562641263,23.3366612228565,1.0123222542461,"interior_stable",300,0
-3.3577146101743,11.6993062198162,1.1922245437745,"interior_stable",300,0
-0.658315228298306,14.6141744335182,1.14324149442837,"interior_stable",300,0
3.88723614253104,15.3153834340628,1.23083877493627,"interior_stable",300,0
-2.56560263037682,14.1161575331353,0.27050034084823,"interior_stable",300,0
-3.35791412740946,20.2583502628841,0.685174247482792,"interior_stable",300,0
1.71502224169672,13.5649453091901,0.0862657133257017,"interior_stable",300,0
-1.69975374080241,18.4252352861222,0.671602544025518,"interior_stable",300,0
1.47037240490317,22.5193462043535,0.620890622376464,"interior_stable",300,0
1.3269151058048,24.4541783002205,0.703896169434302,"interior_stable",300,0
1.4869465008378,13.7991263822187,0.243071868317202,"interior_stable",300,0
-1.68134479783475,22.7343425038271,0.146719627664424,"interior_stable",300,0
-0.386718183755875,15.4688101843931,0.640531495446339,"interior_stable",300,0
-1.2166164573282,12.7780305570923,1.0315091710072,"interior_stable",300,0
-3.64212460443377,12.7347814966924,0.731061098049395,"interior_stable",300,0
0.223748562857509,11.9618274038658,0.813234852976166,"interior_stable",300,0
-0.121586749330163,9.86796660581604,0.394427076680586,"interior_stable",300,0
-0.062257619574666,18.0411758075934,0.57514913554769,"interior_stable",300,0
3.20857027359307,18.7703274365049,1.20522952114698,"interior_stable",300,0
3.11246299929917,22.6357573585119,1.08836693456396,"interior_stable",300,0
1.63298299349844,13.8639627897646,0.151489654090255,"interior_stable",300,0
3.53327260538936,22.0059122191742,1.14157242293004,"interior_stable",300,0
-1.60206112451851,11.7049059714191,0.248490260564722,"interior_stable",300,0
0.632541790604591,17.4345895764418,0.742377755232155,"interior_stable",300,0
-1.84592564962804,22.566068690503,0.901988826226443,"interior_stable",300,0
2.90118045918643,17.4055174167734,1.1096238961909,"interior_stable",300,0
-3.62257711775601,12.2357908985578,1.08736573834904,"interior_stable",300,0
1.41084426827729,22.0493707282003,0.0209227640880272,"interior_stable",300,0
3.71519997343421,12.9181132244412,0.0495778192998841,"interior_stable",300,0
2.35730146802962,8.99875669274479,1.22263106168248,"interior_stable",300,0
-1.12647828273475,8.96675072144717,0.974088778602891,"interior_stable",300,0
-2.33419713005424,13.7286151351873,0.443454281776212,"interior_stable",300,0
-3.68050388805568,20.0579986558296,0.978508435073309,"interior_stable",300,0
1.81138439103961,22.2267404140439,1.24260487558786,"interior_stable",300,0
0.887819591909647,19.7930967784487,0.19665413768962,"interior_stable",300,0
-0.648864904418588,10.126031760592,0.438383658183739,"interior_stable",300,0
3.06928552873433,15.3913090645801,0.0425457494566217,"interior_stable",300,0
2.82660633511841,21.9810494279955,0.670026376610622,"interior_stable",300,0
-2.45836494676769,13.1428388238419,1.15275183692575,"interior_stable",300,0
-1.19156650453806,18.7994445033837,0.341036398895085,"interior_stable",300,0
-2.55378538183868,16.1144697922282,0.230542373028584,"interior_stable",300,0
-2.11349354684353,20.264787808992,0.18562764977105,"interior_stable",300,0
-1.27999733947217,17.255508271046,1.18868996680249,"interior_stable",300,0
