"x","q","t","reference","surrogate","value_error","grad_error","hess_error","region","q_low_cut","t_high_cut"
3.75,14.95,1.48,0.944979558360572,0.942376611260272,0.00260294710030007,0.00148195081293056,0.106912749923511,"transition",5,1.875
-3.75,19.85,1.48,-0.872055989008349,-0.873616789716229,0.00156080070787923,0.0019137039571464,0.0659961101790079,"transition",5,1.875
-2.5,19.85,1.48,-2.56033169714261,-2.56024770732232,8.39898202849021e-05,0.00297579365997011,0.00663735800698205,"transition",5,1.875
-1.25,19.85,1.48,-3.60388575857893,-3.60352365079381,0.00036210778512169,0.000932183707817644,0.0121661746295473,"transition",5,1.875
0,19.85,1.48,-3.59364932440962,-3.59364743673949,1.88767012598845e-06,0.00023995129160209,0.0069725971550504,"transition",5,1.875
1.25,19.85,1.48,-2.55164946787201,-2.55147466876681,0.00017479910519258,0.00185171255319624,0.00894127826243897,"transition",5,1.875
2.5,19.85,1.48,-0.843169759572363,-0.843639827413362,0.000470067840998678,0.00486681886946111,0.0133815455610173,"transition",5,1.875
3.75,19.85,1.48,0.688282402394734,0.685920021878259,0.00236238051647586,0.00114254143311802,0.0970195290817538,"transition",5,1.875
-3.75,24.75,1.48,-1.42473290828341,-1.42616059209048,0.00142768380706837,0.00254109516984674,0.0575625678340535,"transition",5,1.875
-2.5,24.75,1.48,-3.10283267337874,-3.10291580485939,8.31314806415406e-05,0.00310494205304751,0.01333015291567,"transition",5,1.875
-1.25,24.75,1.48,-4.04447038509113,-4.04405978696828,0.000410598122852157,0.00125075012455154,0.014797058388872,"transition",5,1.875
0,24.75,1.48,-3.97096698885209,-3.97087182599904,9.51628530518889e-05,0.000937760865746009,0.00903931829927854,"transition",5,1.875
1.25,24.75,1.48,-2.95684658102891,-2.95679782365797,4.87573709389011e-05,0.000705104350153255,0.00865456410880903,"transition",5,1.875
2.5,24.75,1.48,-1.25220642047574,-1.25247986911806,0.000273448642314156,0.00201740042620991,0.0142961579430375,"transition",5,1.875
