"benchmark","replicate","seed","reference_cap","method","converged","optimization_time","fncount","grcount","criterion_value","theta_1","abs_shift_vs_cap400_1","theta_2","abs_shift_vs_cap400_2","criterion_improvement_over_cap400_pct","reference_converged","criterion_gap_exact","criterion_gap_exact_pct","abs_gap_vs_reference_1","abs_gap_vs_reference_2","theta_3","abs_shift_vs_cap400_3","theta_4","abs_shift_vs_cap400_4","abs_gap_vs_reference_3","abs_gap_vs_reference_4"
"practical",9,20261009,700,"reference",TRUE,9.07000000000005,23,23,149.572848314415,-0.473799883425447,0,1.18659794849227,0,0,NA,NA,NA,NA,NA,5.84041190543748,0,0.354306343058312,0,NA,NA
"practical",9,20261009,900,"reference",TRUE,9.05000000000007,23,23,149.572848314415,-0.473799883425447,0,1.18659794849227,0,0,NA,NA,NA,NA,NA,5.84041190543748,0,0.354306343058312,0,NA,NA
"practical",9,20261009,400,"spline",TRUE,1.91000000000008,19,19,149.53291075124,-0.468349585295977,NA,1.1696741629664,NA,NA,TRUE,0.0399375631743624,0.0267010781866039,0.00545029812947012,0.0169237855258664,5.90525616483367,NA,0.358155590816105,NA,0.0648442593961844,0.00384924775779349
"practical",9,20261009,400,"chebyshev",TRUE,1.75,21,21,149.528808681856,-0.468616801386275,NA,1.17085707764522,NA,NA,TRUE,0.044039632558821,0.0294436009309965,0.00518308203917245,0.0157408708470501,5.90824543969179,NA,0.360621053671311,NA,0.0678335342543033,0.0063147106129996
"practical",9,20261009,700,"spline",TRUE,1.91000000000008,19,19,149.53291075124,-0.468349585295977,NA,1.1696741629664,NA,NA,TRUE,0.0399375631743624,0.0267010781866039,0.00545029812947012,0.0169237855258664,5.90525616483367,NA,0.358155590816105,NA,0.0648442593961844,0.00384924775779349
"practical",9,20261009,700,"chebyshev",TRUE,1.75,21,21,149.528808681856,-0.468616801386275,NA,1.17085707764522,NA,NA,TRUE,0.044039632558821,0.0294436009309965,0.00518308203917245,0.0157408708470501,5.90824543969179,NA,0.360621053671311,NA,0.0678335342543033,0.0063147106129996
"practical",9,20261009,900,"spline",TRUE,1.91000000000008,19,19,149.53291075124,-0.468349585295977,NA,1.1696741629664,NA,NA,TRUE,0.0399375631743624,0.0267010781866039,0.00545029812947012,0.0169237855258664,5.90525616483367,NA,0.358155590816105,NA,0.0648442593961844,0.00384924775779349
"practical",9,20261009,900,"chebyshev",TRUE,1.75,21,21,149.528808681856,-0.468616801386275,NA,1.17085707764522,NA,NA,TRUE,0.044039632558821,0.0294436009309965,0.00518308203917245,0.0157408708470501,5.90824543969179,NA,0.360621053671311,NA,0.0678335342543033,0.0063147106129996
"practical",10,20261010,400,"reference",TRUE,8.13,21,21,155.392879150261,-0.388091574213175,0,0.896103962838192,0,0,NA,NA,NA,NA,NA,6.31014415900847,0,0.378238930643516,0,NA,NA
"practical",10,20261010,700,"reference",TRUE,8.16999999999996,21,21,155.392879150261,-0.388091574213175,0,0.896103962838192,0,0,NA,NA,NA,NA,NA,6.31014415900847,0,0.378238930643516,0,NA,NA
"practical",10,20261010,900,"reference",TRUE,12.62,21,21,155.392879150261,-0.388091574213175,0,0.896103962838192,0,0,NA,NA,NA,NA,NA,6.31014415900847,0,0.378238930643516,0,NA,NA
"practical",10,20261010,400,"spline",TRUE,4.30999999999995,43,43,155.306621722971,-0.379606990685024,NA,0.861851336249502,NA,NA,TRUE,0.0862574272900076,0.055509253552474,0.00848458352815107,0.0342526265886893,6.30190573358997,NA,0.393433099618173,NA,0.00823842541849729,0.0151941689746572
"practical",10,20261010,400,"chebyshev",TRUE,2.47000000000003,29,29,155.306593264424,-0.381404914106843,NA,0.863994758786499,NA,NA,TRUE,0.0862858858369577,0.0555275674849435,0.00668666010633256,0.0321092040516923,6.30110156243526,NA,0.394111453705018,NA,0.00904259657321216,0.0158725230615024
"practical",10,20261010,700,"spline",TRUE,4.30999999999995,43,43,155.306621722971,-0.379606990685024,NA,0.861851336249502,NA,NA,TRUE,0.0862574272900076,0.055509253552474,0.00848458352815107,0.0342526265886893,6.30190573358997,NA,0.393433099618173,NA,0.00823842541849729,0.0151941689746572
"practical",10,20261010,700,"chebyshev",TRUE,2.47000000000003,29,29,155.306593264424,-0.381404914106843,NA,0.863994758786499,NA,NA,TRUE,0.0862858858369577,0.0555275674849435,0.00668666010633256,0.0321092040516923,6.30110156243526,NA,0.394111453705018,NA,0.00904259657321216,0.0158725230615024
"practical",10,20261010,900,"spline",TRUE,4.30999999999995,43,43,155.306621722971,-0.379606990685024,NA,0.861851336249502,NA,NA,TRUE,0.0862574272900076,0.055509253552474,0.00848458352815107,0.0342526265886893,6.30190573358997,NA,0.393433099618173,NA,0.00823842541849729,0.0151941689746572
"practical",10,20261010,900,"chebyshev",TRUE,2.47000000000003,29,29,155.306593264424,-0.381404914106843,NA,0.863994758786499,NA,NA,TRUE,0.0862858858369577,0.0555275674849435,0.00668666010633256,0.0321092040516923,6.30110156243526,NA,0.394111453705018,NA,0.00904259657321216,0.0158725230615024
