"x","q","t","region","q_low_cut","t_high_cut","series_reference","geomodels_reference","abs_diff","rel_diff"
-2.5,5.15,2.4,"high_dependence",5,1.875,-3.98621768519428,-3.42207357596756,0.564144109226717,0.141523658209153
-1.25,5.15,2.4,"high_dependence",5,1.875,-5.33630806434902,-5.22774455131945,0.108563513029573,0.020344311407894
0,5.15,2.4,"high_dependence",5,1.875,-5.53302461839982,-5.5262874100423,0.00673720835752434,0.00121763570961171
1.25,5.15,2.4,"high_dependence",5,1.875,-3.85304145294775,-3.85275786212294,0.000283590824814439,7.36018099668975e-05
2.5,5.15,2.4,"high_dependence",5,1.875,-1.05678479788166,-1.0567785774142,6.22046746201477e-06,5.88621966788678e-06
3.75,5.15,2.4,"high_dependence",5,1.875,1.35170923201838,1.35175828706888,4.90550504999021e-05,3.62911263294789e-05
-3.75,10.05,2.4,"high_dependence",5,1.875,-3.6545663905797,-3.26472077840375,0.389845612175952,0.106673561378129
-2.5,10.05,2.4,"high_dependence",5,1.875,-5.81134427299013,-5.73477334738066,0.0765709256094684,0.0131761124470552
-1.25,10.05,2.4,"high_dependence",5,1.875,-7.46108508252459,-7.45815349082998,0.00293159169460289,0.000392917606779379
0,10.05,2.4,"high_dependence",5,1.875,-7.62525917209628,-7.62520340862125,5.57634750286695e-05,7.31299405962872e-06
1.25,10.05,2.4,"high_dependence",5,1.875,-5.92805757066041,-5.92805537499651,2.19566389780823e-06,3.70385049678866e-07
2.5,10.05,2.4,"high_dependence",5,1.875,-2.82856105574621,-2.82856090833048,1.4741573828303e-07,5.21168662714758e-08
3.75,10.05,2.4,"high_dependence",5,1.875,0.310987368972452,0.310988254123467,8.85151015594943e-07,8.85151015594943e-07
-3.75,14.95,2.4,"high_dependence",5,1.875,-4.83953107609322,-4.74578335274033,0.0937477233528874,0.0193712411138326
-2.5,14.95,2.4,"high_dependence",5,1.875,-7.20949690502662,-7.20212051159882,0.0073763934277995,0.001023149538029
-1.25,14.95,2.4,"high_dependence",5,1.875,-8.76028901217816,-8.76014088597566,0.000148126202503818,1.6908825987122e-05
0,14.95,2.4,"high_dependence",5,1.875,-8.81616923216897,-8.81616783978639,1.3923825861184e-06,1.5793510190773e-07
1.25,14.95,2.4,"high_dependence",5,1.875,-7.19819761592241,-7.19819754446474,7.14576753324536e-08,9.92716220715992e-09
2.5,14.95,2.4,"high_dependence",5,1.875,-4.12358349887541,-4.12358348832023,1.05551745122057e-08,2.55970917409198e-09
3.75,14.95,2.4,"high_dependence",5,1.875,-0.638348391999246,-0.638348384571957,7.42728900604561e-09,7.42728900604561e-09
-3.75,19.85,2.4,"high_dependence",5,1.875,-5.90488475738522,-5.87637257681493,0.0285121805702993,0.00482857527992213
-2.5,19.85,2.4,"high_dependence",5,1.875,-8.2574726090595,-8.25653261746659,0.000939991592916911,0.000113835266239408
-1.25,19.85,2.4,"high_dependence",5,1.875,-9.63882620744347,-9.63881472035307,1.14870903935582e-05,1.1917519982555e-06
0,19.85,2.4,"high_dependence",5,1.875,-9.60460056138325,-9.60460045301062,1.08372635310161e-07,1.12834088848931e-08
1.25,19.85,2.4,"high_dependence",5,1.875,-8.08310399121583,-8.08310398320578,8.01004418349294e-09,9.90961416826718e-10
2.5,19.85,2.4,"high_dependence",5,1.875,-5.13861475747177,-5.13861475578063,1.6911396727437e-09,3.29104194916482e-10
3.75,19.85,2.4,"high_dependence",5,1.875,-1.50883664628567,-1.5088366457991,4.86576112734838e-10,3.22484288761576e-10
-3.75,24.75,2.4,"high_dependence",5,1.875,-6.79734267327751,-6.78882213285252,0.00852054042498906,0.00125351050175622
-2.5,24.75,2.4,"high_dependence",5,1.875,-9.06329775960301,-9.06317236077043,0.000125398832587109,1.38358946062699e-05
-1.25,24.75,2.4,"high_dependence",5,1.875,-10.2769804581788,-10.2769797809603,6.77218460864992e-07,6.58966379882564e-08
0,24.75,2.4,"high_dependence",5,1.875,-10.1705531097214,-10.1705530963325,1.33889237474705e-08,1.3164400798097e-09
1.25,24.75,2.4,"high_dependence",5,1.875,-8.74521576632245,-8.74521576519053,1.13192299977527e-09,1.29433398788658e-10
2.5,24.75,2.4,"high_dependence",5,1.875,-5.9673322239243,-5.96733222355993,3.64371643968298e-10,6.10610621790847e-11
3.75,24.75,2.4,"high_dependence",5,1.875,-2.30975569707092,-2.30975569688415,1.86771487165061e-10,8.08620095198432e-11
